Day,Ini_Hour,End_Hour,TotalDuration,Dist_Preview_Point,Vel_Media,POI_Category,Profession,Have_Car,ACTIVITY
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Academic,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,OTHERS,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,OTHERS,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,OTHERS,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,OTHERS,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,OTHERS,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,OTHERS,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,OTHERS,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,OTHERS,Adm_Tech,Yes,DINNING
Weekend,Night,Night,Long,Null,Null,OTHERS,Adm_Tech,Yes,DINNING
Weekend,Afternoon,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,RELIGION,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Afternoon,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Long,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
Weekend,Night,Night,Medium,Null,Null,ALIMENTACAO,Bank_Clerk,No,DINNING
